CREATE TABLE `leads` (
  `Lead` varchar(4) DEFAULT NULL,
  `Qualifying Opportunity` varchar(22) DEFAULT NULL,
  `Last Name` varchar(13) DEFAULT NULL,
  `Company Name` varchar(35) DEFAULT NULL,
  `Created On` varchar(14) DEFAULT NULL,
  `Email Address` varchar(35) DEFAULT NULL,
  `Industry` varchar(19) DEFAULT NULL,
  `Website` varchar(29) DEFAULT NULL,
  `Owning User` varchar(11) DEFAULT NULL,
  `Lead Source` varchar(17) DEFAULT NULL,
  `Status Reason` varchar(20) DEFAULT NULL,
  `Mobile` varchar(12) DEFAULT NULL
) 


INSERT INTO `leads` (`Lead`, `Qualifying Opportunity`, `Last Name`, `Company Name`, `Created On`, `Email Address`, `Industry`, `Website`, `Owning User`, `Lead Source`, `Status Reason`, `Mobile`) VALUES
('3495', '25759', 'Goodrum', 'White Coffee Pot', '8/9/20 00:07', 'AllenKGoodrum@teleworm.us', 'Pharma', 'SouthwestBand.com', '1003', 'Online Store', 'Contact in Future', '904-644-1473'),
('2216', '24480', 'Keys', 'Maxiserve', '8/9/20 00:07', 'RonaldMKeys@superrito.com', 'Consulting', 'GrandLunch.com', '1009', 'Online Store', 'Pre Qualified', '321-415-2606'),
('3496', '25760', 'Huneycutt', 'Druther\'s', '8/9/20 00:07', 'FredSHuneycutt@gustr.com', 'Education', 'WedSpa.com', '1005', 'Partner', 'Contacted', '406-235-1682'),
('2217', '24481', 'Dorris', 'Budget Tapes & Records', '8/9/20 00:07', 'JohnKDorris@teleworm.us', 'IT Services', 'ImmediateScreening.com', '1009', 'Trade Show', 'Contact in Future', '218-439-5095'),
('3497', '25761', 'Osborne', 'Four Leaf Clover', '8/9/20 00:07', 'ThelmaTOsborne@superrito.com', 'Government/Military', 'DelawareInsuranceAgents.com', '1002', 'Web Research', 'Junk Lead', '815-287-6838'),
('2234', '24498', 'Stanley', 'Realty Zone', '8/9/20 00:07', 'VelmaHStanley@teleworm.us', 'Communications', 'ProspectTalk.com', '1005', 'Public Relations', 'Pre Qualified', '262-203-3396'),
('2233', '24497', 'Kramer', 'Jackhammer Technologies', '8/9/20 00:07', 'TinaCKramer@teleworm.us', 'Financial Services', 'ShowMagazines.com', '1005', 'Trade Show', 'Attempted to Contact', '703-384-8356'),
('2232', '24496', 'Wallis', 'Pantry Food Stores', '8/9/20 00:07', 'JamesCWallis@einrot.com', 'Technology', 'MirrorGolf.com', '1004', 'Advertisement', 'Junk Lead', '916-356-5727'),
('2231', '24495', 'Pereira', 'Life\'s Gold', '8/9/20 00:07', 'QianaRPereira@rhyta.com', 'Service Provider', 'WindowBlog.com', '1002', 'Public Relations', 'Contacted', '714-582-0518'),
('2230', '24494', 'Crews', 'Bresler\'s Ice Cream', '8/9/20 00:07', 'MargaretRCrews@fleckens.hu', 'Financial Services', 'BracketBasics.com', '1001', 'Trade Show', 'Contact in Future', '715-839-6394'),
('2229', '', 'McCoy', 'Olson\'s Market', '8/9/20 00:07', 'JamesCMcCoy@einrot.com', 'Education', 'Polyville.com', '1007', 'Public Relations', 'Not Contacted', '516-901-5517'),
('2228', '24492', 'Toohey', 'CompuAdd', '8/9/20 00:07', 'MarilynCToohey@rhyta.com', 'Service Provider', 'CoolingJackets.com', '1007', 'Partner', 'Contacted', '225-615-6327'),
('2227', '24491', 'Balmer', 'Specific Appraisals', '8/9/20 00:07', 'EverettBBalmer@dayrep.com', 'Communications', 'PhoneTrial.com', '1005', 'Online Store', 'Lost Lead', '734-467-2342'),
('2226', '24490', 'Smith', 'Leo\'s Stereo', '8/9/20 00:07', 'DarleneJSmith@teleworm.us', 'Pharma', 'IdentitySolver.com', '1008', 'Public Relations', 'Contact in Future', '201-982-5394'),
('2225', '24489', 'Pooler', 'Kinney Shoes', '8/9/20 00:07', 'RaySPooler@dayrep.com', 'Service Provider', 'GoalSpecialist.com', '1006', 'External Referral', 'Pre Qualified', '785-680-3461'),
('2224', '24488', 'Johnson', 'JasmineSola', '8/9/20 00:07', 'JosephBJohnson@gustr.com', 'Communications', 'LawAlarm.com', '1001', 'Web Research', 'Attempted to Contact', '580-282-3953'),
('3846', '26110', 'Bates', 'Oshman\'s', '6/9/20 00:07', 'EvelynWBates@jourrapide.com', 'IT Services', 'BloggingTour.com', '1005', 'Advertisement', 'Pre Qualified', '516-425-5412'),
('3839', '26103', 'Dolce', 'Rex Audio Video Appliance', '6/9/20 00:07', 'BrendaADolce@dayrep.com', 'Communications', 'CouchLocator.com', '1010', 'Advertisement', 'Lost Lead', '775-997-7106'),
('3840', '26104', 'Gutierrez', 'Northern Star', '6/9/20 00:07', 'MichaelSGutierrez@einrot.com', 'Financial Services', 'SecretRewards.com', '1006', 'External Referral', 'Not Contacted', '605-656-7159'),
('3841', '26105', 'Hunt', 'Fireball', '6/9/20 00:07', 'NatashaJHunt@teleworm.us', 'Financial Services', 'SoftballGroup.com', '1005', 'Trade Show', 'Pre Qualified', '405-893-7589'),
('3842', '26106', 'Wynn', 'Destiny Realty', '6/9/20 00:07', 'ZacharyMWynn@jourrapide.com', 'Technology', 'InsuranceTransaction.com', '1007', 'Advertisement', 'Contact in Future', '914-347-7463'),
('3843', '26107', 'McCaulley', 'Quickbiz', '6/9/20 00:07', 'ShawnOMcCaulley@superrito.com', 'Technology', 'RenoBakery.com', '1002', 'Trade Show', 'Contacted', '559-651-6031'),
('3844', '26108', 'Corn', 'Forum Cafeterias', '6/9/20 00:07', 'MichaelBCorn@armyspy.com', 'Pharma', 'JournalCorp.com', '1007', 'Advertisement', 'Junk Lead', '253-539-7800'),
('3845', '26109', 'Ammons', 'Crazy Eddie', '6/9/20 00:07', 'GraceVAmmons@armyspy.com', 'Manufacturing', 'NetMemorabilia.com', '1011', 'Cold Call', 'Attempted to Contact', '406-537-1196'),
('3847', '26111', 'Green', 'Planet Pizza', '6/9/20 00:07', 'ErwinJGreen@cuvox.de', 'Financial Services', 'SocialMetro.com', '1009', 'Advertisement', 'Contact in Future', '717-635-8004'),
('3848', '26112', 'Robertson', 'Macroserve', '6/9/20 00:07', 'MarlineWRobertson@cuvox.de', 'Manufacturing', 'CriticalGas.com', '1004', 'Employee Referral', 'Lost Lead', '857-252-1494'),
('3849', '26113', 'Johnston', 'Fresh Start', '6/9/20 00:07', 'DannyBJohnston@dayrep.com', 'Manufacturing', 'PrimeFeeds.com', '1003', 'Sales Mail Alias', 'Contacted', '402-595-3998'),
('3850', '26114', 'Pacheco', 'Channel Home Centers', '6/9/20 00:07', 'StevenCPacheco@einrot.com', 'Pharma', 'DirectoryPool.com', '1006', 'Partner', 'Pre Qualified', '608-266-2962'),
('3851', '26115', 'Beatty', 'Paul Harris', '6/9/20 00:07', 'JamesPBeatty@teleworm.us', 'Government/Military', 'Polyville.com', '1008', 'Online Store', 'Contact in Future', '507-401-7930'),
('3852', '26116', 'Arvizu', 'Miller & Rhoads', '6/9/20 00:07', 'CollenMArvizu@teleworm.us', 'Government/Military', 'ReligionSeeker.com', '1002', 'Online Store', 'Contacted', '601-570-1060'),
('3853', '26117', 'Harden', 'Matrix Design', '6/9/20 00:07', 'LynneJHarden@rhyta.com', 'Education', 'StrictlyPics.com', '1001', 'Sales Mail Alias', 'Junk Lead', '404-763-3503'),
('2574', '24838', 'Calhoun', 'Soft Warehouse', '6/9/20 00:07', 'InezDCalhoun@fleckens.hu', 'Manufacturing', 'PhantomFund.com', '1002', 'Partner', 'Lost Lead', '917-729-3972'),
('3854', '26118', 'Livingston', 'Grossman\'s', '6/9/20 00:07', 'MariaCLivingston@superrito.com', 'Government/Military', 'FederalBus.com', '1008', 'Advertisement', 'Attempted to Contact', '203-676-6688'),
('2575', '24839', 'Johnson', 'First Choice Garden Maintenance', '6/9/20 00:07', 'DouglasGJohnson@superrito.com', 'Government/Military', 'BuyCords.com', '1006', 'Sales Mail Alias', 'Not Contacted', '239-281-2062'),
('3855', '26119', 'Blake', 'Western Auto', '6/9/20 00:07', 'LindsayJBlake@jourrapide.com', 'Service Provider', 'WorkoutZoo.com', '1008', 'Online Store', 'Pre Qualified', '310-443-6214'),
('2576', '24840', 'Steel', 'Tech Hifi', '6/9/20 00:07', 'JulioRSteel@cuvox.de', 'Communications', 'MemorabiliaCentral.com', '1006', 'Advertisement', 'Pre Qualified', '724-647-4042'),
('3856', '26120', 'Martinez', 'Simple Solutions', '6/9/20 00:07', 'EdwardMMartinez@einrot.com', 'Manufacturing', 'ReserveCards.com', '1003', 'Cold Call', 'Contact in Future', '615-793-0208'),
('2577', '24841', 'Gobeil', 'Music Plus', '6/9/20 00:07', 'RuthRGobeil@superrito.com', 'Manufacturing', 'HDMind.com', '1004', 'Partner', 'Contact in Future', '325-573-5537'),
('2578', '24842', 'Brown', 'Foot Quarters', '6/9/20 00:07', 'BeatriceBBrown@einrot.com', 'Technology', 'BiofuelProject.com', '1005', 'Advertisement', 'Contacted', '904-534-9939'),
('2579', '24843', 'Myers', 'AM/PM Camp', '6/9/20 00:07', 'MargueriteAMyers@gustr.com', 'Education', 'SurplusDirectory.com', '1007', 'Cold Call', 'Junk Lead', '706-364-7258'),
('2580', '24844', 'Cramer', 'Heslop\'s', '6/9/20 00:07', 'RobertMCramer@fleckens.hu', 'Education', 'AffiliateBee.com', '1002', 'Sales Mail Alias', 'Attempted to Contact', '586-402-2588'),
('2581', '24845', 'Davis', 'Bell Markets', '6/9/20 00:07', 'DalePDavis@armyspy.com', 'Pharma', 'SplashJet.com', '1001', 'Trade Show', 'Pre Qualified', '812-674-9264'),
('2582', '', 'Hartmann', 'Hit or Miss', '6/9/20 00:07', 'PatMHartmann@fleckens.hu', 'Pharma', 'CheapExpense.com', '1010', 'Web Research', 'Contact in Future', '318-396-5059'),
('2584', '24848', 'Clausen', 'Super Shops', '6/9/20 00:07', 'SerenaNClausen@gustr.com', 'Pharma', 'SyndicateSearch.com', '1009', 'Employee Referral', 'Contacted', '432-488-1551'),
('2585', '24849', 'Washington', 'Honest Air Group', '6/9/20 00:07', 'GavinLWashington@jourrapide.com', 'IT Services', 'RepDomains.com', '1010', 'Trade Show', 'Pre Qualified', '808-247-0434'),
('2586', '24850', 'Allen', 'Erol\'s', '6/9/20 00:07', 'SusanFAllen@fleckens.hu', 'Government/Military', 'CapitalTrip.com', '1009', 'External Referral', 'Contact in Future', '301-834-3058'),
('2587', '24851', 'Cobb', 'McMahan\'s Furniture', '6/9/20 00:07', 'TabathaCCobb@dayrep.com', 'Pharma', 'GotFinancial.com', '1001', 'Public Relations', 'Contacted', '630-267-3643'),
('2588', '24852', 'Adams', 'Handy Andy', '6/9/20 00:07', 'ChristineJAdams@rhyta.com', 'Education', 'CultureApps.com', '1009', 'External Referral', 'Junk Lead', '617-993-0646'),
('2589', '24853', 'Wolff', 'Signa Air', '6/9/20 00:07', 'EarlAWolff@superrito.com', 'Financial Services', 'InstantPositions.com', '1002', 'Sales Mail Alias', 'Attempted to Contact', '757-406-1844'),
('2590', '24854', 'Cozad', 'Forum Cafeterias', '6/9/20 00:07', 'AlbaJCozad@cuvox.de', 'Communications', 'EverywhereRewards.com', '1004', 'Partner', 'Pre Qualified', '239-464-0323'),
('2591', '', 'Brady', 'Standard Brands Paint Company', '6/9/20 00:07', 'AbelEBrady@superrito.com', 'Communications', 'HVACShow.com', '1008', 'Cold Call', 'Contact in Future', '580-559-3210'),
('4813', '27077', 'Miller', 'EnviroSource Design', '26/8/20 00:06', 'ClarencePMiller@einrot.com', 'Financial Services', 'TrustedCleaners.com', '1009', 'Employee Referral', 'Attempted to Contact', '513-627-0459'),
('3548', '25812', 'Shannon', 'Chatham', '26/8/20 00:06', 'DeidraTShannon@einrot.com', 'Government/Military', 'PageSponsors.com', '1001', 'Employee Referral', 'Attempted to Contact', '404-487-0587'),
('2283', '', 'Anderson', 'Laughner\'s Cafeteria', '26/8/20 00:06', 'WesleyMAnderson@fleckens.hu', 'Pharma', 'MissionStudent.com', '1005', 'Sales Mail Alias', 'Attempted to Contact', '904-276-5212'),
('3549', '25813', 'Aiken', 'Infinite Wealth', '12/8/20 00:06', 'VincentAAiken@superrito.com', 'Communications', 'PurpleTees.com', '1001', 'Employee Referral', 'Pre Qualified', '386-855-4204'),
('3550', '25814', 'Kurt', 'Matrix Architectural Service', '12/8/20 00:06', 'LenaGKurt@superrito.com', 'Financial Services', 'PicBroker.com', '1006', 'External Referral', 'Lost Lead', '386-500-8221'),
('3551', '25815', 'Huebner', 'Fragrant Flower Lawn Services', '12/8/20 00:06', 'HopeJHuebner@cuvox.de', 'IT Services', 'GeoBased.com', '1005', 'Advertisement', 'Contacted', '215-525-0216'),
('4814', '27078', 'Utsey', 'Shoe Town', '12/8/20 00:06', 'OscarSUtsey@einrot.com', 'Communications', 'CropWizard.com', '1001', 'Sales Mail Alias', 'Pre Qualified', '501-358-2817'),
('2285', '', 'Johnson', 'Vari-Tec', '12/8/20 00:06', 'HerbertCJohnson@jourrapide.com', 'IT Services', 'DiscountCommunities.com', '1001', 'Advertisement', 'Lost Lead', '651-436-9771'),
('2286', '24550', 'Teixeira', 'Crandall\'s Fine Furniture', '12/8/20 00:06', 'FrancesRTeixeira@cuvox.de', 'Education', 'CertifiedVoIP.com', '1003', 'External Referral', 'Contacted', '740-606-7588'),
('2284', '24548', 'Gagne', 'Morrison\'s Cafeteria', '12/8/20 00:06', 'KeithRGagne@gustr.com', 'Pharma', 'EnviroRights.com', '1007', 'Online Store', 'Pre Qualified', '310-210-9396'),
('4815', '27079', 'Hughes', 'Cougar Investment', '12/8/20 00:06', 'DorothyCHughes@cuvox.de', 'Consulting', 'NotSimilar.com', '1004', 'Sales Mail Alias', 'Lost Lead', '508-801-9043'),
('4816', '27080', 'Franco', 'Rustler Steak House', '12/8/20 00:06', 'StephenCFranco@teleworm.us', 'Manufacturing', 'InternationalWords.com', '1011', 'Online Store', 'Contacted', '407-662-8947'),
('2635', '24899', 'Morgan', 'Universal Design Partners', '11/8/20 00:06', 'RichardNMorgan@einrot.com', 'Financial Services', 'RenaissanceDirectory.com', '1005', 'Public Relations', 'Pre Qualified', '860-673-2656'),
('3908', '26172', 'Tunstall', 'Boys Markets', '11/8/20 00:06', 'MargaretCTunstall@armyspy.com', 'Education', 'AirplaneExperts.com', '1004', 'Online Store', 'Junk Lead', '410-354-8354'),
('3907', '26171', 'White', 'The Great Train Stores', '11/8/20 00:06', 'TinaSWhite@superrito.com', 'Pharma', 'GoldCloset.com', '1003', 'Advertisement', 'Contacted', '815-326-7993'),
('3906', '26170', 'Morton', 'Audio Visions', '11/8/20 00:06', 'ForrestMMorton@superrito.com', 'Government/Military', 'CityBriefs.com', '1010', 'Web Research', 'Contact in Future', '630-272-5584'),
('3905', '26169', 'Pappas', 'Jack Lang', '11/8/20 00:06', 'RobertDPappas@dayrep.com', 'Communications', 'BakeryBiz.com', '1007', 'Cold Call', 'Pre Qualified', '218-270-2692'),
('3904', '26168', 'Brewer', 'Bugle Boy', '11/8/20 00:06', 'WandaABrewer@armyspy.com', 'Pharma', 'RoleLink.com', '1002', 'Public Relations', 'Not Contacted', '304-878-7704'),
('3900', '26164', 'Lloyd', 'Value Giant', '11/8/20 00:06', 'KennethELloyd@cuvox.de', 'Manufacturing', 'LoanArbitrage.com', '1005', 'External Referral', 'Pre Qualified', '646-202-6812'),
('3901', '26165', 'McNamara', 'Fayva', '11/8/20 00:06', 'LinseyCMcNamara@einrot.com', 'Technology', 'MediaMonth.com', '1001', 'Partner', 'Contact in Future', '516-359-8333'),
('3903', '26167', 'Hubbard', 'Lindsley\'s Lumber', '11/8/20 00:06', 'FernandoSHubbard@rhyta.com', 'Technology', 'NLender.com', '1007', 'Web Research', 'Contacted', '662-839-2637'),
('3902', '26166', 'Scudder', 'Beatties', '11/8/20 00:06', 'WhitneyAScudder@gustr.com', 'Manufacturing', 'GrandTires.com', '1005', 'Partner', 'Lost Lead', '412-319-6412'),
('2287', '', 'Kaiser', 'Strong Life', '11/8/20 00:06', 'DuaneJKaiser@cuvox.de', 'Pharma', 'PublishDate.com', '1002', 'Web Research', 'Not Contacted', '630-879-4076'),
('3552', '25816', 'Williams', 'Mr. D\'s IGA', '11/8/20 00:06', 'JacobAWilliams@fleckens.hu', 'Financial Services', 'ShowMagazines.com', '1007', 'Cold Call', 'Not Contacted', '323-204-8765'),
('4817', '27081', 'Pierson', 'Adaptaz', '11/8/20 00:06', 'ReynaldoRPierson@dayrep.com', 'Communications', 'PDASpecialist.com', '1005', 'Web Research', 'Not Contacted', '817-713-2244'),
('2643', '24907', 'Doss', 'Complete Tech', '11/8/20 00:06', 'JuanHDoss@fleckens.hu', 'Pharma', 'GotFiction.com', '1009', 'Sales Mail Alias', 'Junk Lead', '859-404-9182'),
('2642', '24906', 'Rohr', 'Nan Duskin', '11/8/20 00:06', 'HerbertJRohr@teleworm.us', 'Government/Military', 'SocialQuarterly.com', '1002', 'Advertisement', 'Contacted', '978-725-2335'),
('2641', '24905', 'Leon', 'Media Play', '11/8/20 00:06', 'JeanWLeon@cuvox.de', 'IT Services', 'BuyCords.com', '1010', 'Public Relations', 'Contact in Future', '260-356-2677'),
('2640', '24904', 'Cousins', 'Mission You', '11/8/20 00:06', 'WilliamJCousins@cuvox.de', 'Technology', 'SouvenirBlog.com', '1007', 'Public Relations', 'Pre Qualified', '949-512-4844'),
('2639', '24903', 'Unger', 'Pay\'N Takeit', '11/8/20 00:06', 'MaryMUnger@gustr.com', 'Education', 'LendingVentures.com', '1004', 'Advertisement', 'Not Contacted', '856-276-0058'),
('2638', '24902', 'Mendoza', 'Gas Depot', '11/8/20 00:06', 'BelindaEMendoza@rhyta.com', 'IT Services', 'SiliconFinder.com', '1011', 'Trade Show', 'Contacted', '928-460-7352'),
('2637', '24901', 'Burchett', 'Target Realty', '11/8/20 00:06', 'FlorencePBurchett@einrot.com', 'Communications', 'UNProperty.com', '1007', 'External Referral', 'Lost Lead', '412-477-9791'),
('2636', '24900', 'Crisp', 'Pointers', '11/8/20 00:06', 'KaraECrisp@rhyta.com', 'IT Services', 'FlorenceBar.com', '1007', 'Partner', 'Contact in Future', '405-471-7844'),
('2653', '24917', 'Lawson', 'Buena Vista Garden Maintenance', '9/8/20 00:06', 'JaniceKLawson@superrito.com', 'Government/Military', 'BirthDisorders.com', '1006', 'Public Relations', 'Attempted to Contact', '503-556-7935'),
('3922', '26186', 'Golden', 'Robinson Furniture', '9/8/20 00:06', 'JamesKGolden@jourrapide.com', 'IT Services', 'DiscountOrganizer.com', '1005', 'Web Research', 'Not Contacted', '610-418-7734'),
('3923', '26187', 'Patten', 'Western Auto', '9/8/20 00:06', 'RonnieJPatten@cuvox.de', 'Communications', 'AppDealers.com', '1007', 'Employee Referral', 'Pre Qualified', '479-559-6975'),
('3924', '26188', 'Patterson', 'World of Fun', '9/8/20 00:06', 'AdrienMPatterson@superrito.com', 'Education', 'OddOffers.com', '1001', 'Trade Show', 'Contact in Future', '484-284-4102'),
('3925', '26189', 'Martinez', 'Vinyl Fever', '9/8/20 00:06', 'MelissaWMartinez@fleckens.hu', 'Pharma', 'MobileKicks.com', '1002', 'Advertisement', 'Contacted', '443-701-1067'),
('3926', '26190', 'Heberling', 'Awthentikz', '9/8/20 00:06', 'RobertRHeberling@teleworm.us', 'Communications', 'ArmourCar.com', '1006', 'Advertisement', 'Junk Lead', '404-925-4760'),
('3927', '26191', 'Cordova', 'Sky High Financial Advice', '9/8/20 00:06', 'TeenaSCordova@superrito.com', 'Technology', 'PushAbove.com', '1010', 'Employee Referral', 'Attempted to Contact', '504-874-0773'),
('3928', '26192', 'Hegarty', 'Twin Food Stores', '9/8/20 00:06', 'BrendaWHegarty@armyspy.com', 'Communications', 'OctopusMan.com', '1005', 'External Referral', 'Pre Qualified', '517-443-3763'),
('2652', '24916', 'Anson', 'Big Daddy\'s Restaurants', '9/8/20 00:06', 'JoseSAnson@superrito.com', 'Education', 'BoardConference.com', '1007', 'Public Relations', 'Junk Lead', '408-627-7643'),
('2655', '24919', 'Curtis', 'Cherry & Webb', '9/8/20 00:06', 'CarmenCCurtis@cuvox.de', 'Manufacturing', 'ScratchBlog.com', '1008', 'External Referral', 'Lost Lead', '810-544-0971'),
('2656', '24920', 'Sheats', 'World of Fun', '9/8/20 00:06', 'DonnaESheats@superrito.com', 'Government/Military', 'GetTronics.com', '1001', 'Employee Referral', 'Contacted', '330-827-6471'),
('2657', '24921', 'Swihart', 'W. Bell & Co.', '9/8/20 00:06', 'AaronKSwihart@gustr.com', 'Manufacturing', 'CampWeekly.com', '1003', 'Sales Mail Alias', 'Not Contacted', '215-773-1064'),
('2658', '24922', 'Wayt', 'Creative Wealth Management', '9/8/20 00:06', 'EmmyDWayt@rhyta.com', 'Service Provider', 'FundraisingSteps.com', '1011', 'Public Relations', 'Pre Qualified', '717-557-8497'),
('2659', '24923', 'Rivers', 'Gantos', '9/8/20 00:06', 'LouiseJRivers@teleworm.us', 'IT Services', 'GroovyShow.com', '1011', 'Online Store', 'Contact in Future', '630-390-6428'),
('2660', '24924', 'Watson', 'Zantigo', '9/8/20 00:06', 'BrittanyGWatson@rhyta.com', 'Consulting', 'SnackAuthority.com', '1003', 'External Referral', 'Contacted', '985-744-3083'),
('2661', '24925', 'Lemke', 'Patterson-Fletcher', '9/8/20 00:06', 'HectorDLemke@teleworm.us', 'Manufacturing', 'PaddleFast.com', '1001', 'Web Research', 'Junk Lead', '307-729-8370'),
('2662', '24926', 'Frazier', 'World of Fun', '9/8/20 00:06', 'KarenJFrazier@fleckens.hu', 'Government/Military', 'RatedCompany.com', '1002', 'Online Store', 'Attempted to Contact', '708-491-6666'),
('2663', '24927', 'Ketchum', 'Purity', '9/8/20 00:06', 'VictorKKetchum@teleworm.us', 'Technology', 'CarBirth.com', '1003', 'Employee Referral', 'Pre Qualified', '724-948-6772'),
('4818', '27082', 'Rider', 'Plan Smart', '9/8/20 00:06', 'LavadaFRider@rhyta.com', 'Education', 'FinancialLimit.com', '1002', 'Advertisement', 'Pre Qualified', '808-728-3118'),
('4819', '27083', 'Griffin', 'Witmark', '9/8/20 00:06', 'JewelJGriffin@fleckens.hu', 'Technology', 'FinancialPolitics.com', '1004', 'Cold Call', 'Contact in Future', '267-725-8938'),
('3553', '25817', 'Hall', 'Rickel', '9/8/20 00:06', 'SaraDHall@jourrapide.com', 'IT Services', 'MachAlert.com', '1003', 'Cold Call', 'Pre Qualified', '505-331-9298'),
('3554', '25818', 'Keiser', 'Computer City', '9/8/20 00:06', 'EdwardDKeiser@cuvox.de', 'Technology', 'SpeedTraveling.com', '1004', 'Online Store', 'Contact in Future', '907-347-1403'),
('2288', '24552', 'Fuentes', 'Bettendorf\'s', '9/8/20 00:06', 'IvanaAFuentes@gustr.com', 'Education', 'DigThings.com', '1002', 'Online Store', 'Pre Qualified', '401-385-7997'),
('2289', '24553', 'Rush', 'Multi Tech Development', '9/8/20 00:06', 'CodyKRush@gustr.com', 'Government/Military', 'DecorBuilder.com', '1010', 'Advertisement', 'Contact in Future', '315-468-1467'),
('3917', '26181', 'Lett', 'Circuit Design', '9/8/20 00:06', 'NormaALett@gustr.com', 'Technology', 'DeluxeOption.com', '1003', 'Trade Show', 'Junk Lead', '619-486-0637'),
('3918', '26182', 'Burden', 'The Lawn Guru', '9/8/20 00:06', 'KevinEBurden@cuvox.de', 'Government/Military', 'JournalVoice.com', '1002', 'Sales Mail Alias', 'Attempted to Contact', '863-606-5387'),
('3919', '26183', 'Engle', 'Monmax', '9/8/20 00:06', 'KevinKEngle@gustr.com', 'Service Provider', 'MovieOldies.com', '1002', 'External Referral', 'Pre Qualified', '208-591-9304'),
('3920', '26184', 'Tello', 'Monlinks', '9/8/20 00:06', 'AugustinaITello@armyspy.com', 'Education', 'PediatricCenters.com', '1004', 'Public Relations', 'Lost Lead', '410-986-3830'),
('3921', '26185', 'Joseph', 'Bombay Company', '9/8/20 00:06', 'ChristopherKJoseph@armyspy.com', 'Government/Military', 'CourseVideo.com', '1011', 'Sales Mail Alias', 'Contacted', '708-243-2391'),
('3955', '26219', 'Browner', 'John M. Smyth\'s Homemakers', '15/7/20 00:05', 'MaryRBrowner@armyspy.com', 'Financial Services', 'BingoLanguage.com', '1004', 'Cold Call', 'Contact in Future', '623-297-9424'),
('2687', '24951', 'Briggs', 'House Works', '15/7/20 00:05', 'LouellaWBriggs@einrot.com', 'Service Provider', 'GroupJournal.com', '1008', 'Trade Show', 'Junk Lead', '678-566-4267'),
('2688', '24952', 'Thomas', 'Cherry & Webb', '15/7/20 00:05', 'DonitaJThomas@armyspy.com', 'Service Provider', 'TeamIdol.com', '1010', 'Cold Call', 'Attempted to Contact', '302-524-8869'),
('2689', '24953', 'Robinson', 'Colonial Stores', '15/7/20 00:05', 'WilliamPRobinson@fleckens.hu', 'Manufacturing', 'AspenRewards.com', '1003', 'Sales Mail Alias', 'Pre Qualified', '650-853-1285'),
('2690', '24954', 'Brown', 'Vitamax Health Food Center', '15/7/20 00:05', 'EllenCBrown@teleworm.us', 'Government/Military', 'GreenNylon.com', '1006', 'Advertisement', 'Contact in Future', '918-235-2856'),
('2691', '24955', 'Wallace', 'Rex Audio Video Appliance', '15/7/20 00:05', 'CoreyRWallace@armyspy.com', 'Communications', 'MobileCPAs.com', '1002', 'External Referral', 'Lost Lead', '914-261-0139'),
('2692', '24956', 'Scott', 'Plan Smart Partner', '15/7/20 00:05', 'JohnAScott@einrot.com', 'Pharma', 'VocalTunes.com', '1003', 'Trade Show', 'Contacted', '813-727-0855'),
('2693', '24957', 'Gaitan', 'Home Quarters Warehouse', '15/7/20 00:05', 'GlennKGaitan@rhyta.com', 'Pharma', 'ChefExecutive.com', '1009', 'Public Relations', 'Not Contacted', '405-729-4919'),
('4820', '27084', 'Gilbert', 'Dynatronics Accessories', '15/7/20 00:05', 'RobertZGilbert@teleworm.us', 'Communications', 'SurvivalLesson.com', '1002', 'Partner', 'Contacted', '216-624-6654'),
('4821', '27085', 'Lynch', 'Afforda', '15/7/20 00:05', 'ErmaRLynch@teleworm.us', 'Pharma', 'EliminateYears.com', '1003', 'Trade Show', 'Junk Lead', '702-281-9547'),
('3555', '25819', 'McCarthy', 'Netcore', '15/7/20 00:05', 'JoseCMcCarthy@fleckens.hu', 'IT Services', 'YouDumb.com', '1010', 'Cold Call', 'Contacted', '518-828-9684'),
('3556', '25820', 'Davenport', 'Wheels Discount Auto', '15/7/20 00:05', 'HollisJDavenport@jourrapide.com', 'Communications', 'HalloweenHomes.com', '1009', 'Trade Show', 'Junk Lead', '716-512-5650'),
('2290', '24554', 'Ortiz', 'Bettendorf\'s', '15/7/20 00:05', 'TraceyJOrtiz@armyspy.com', 'Education', 'VSauce.com', '1011', 'Employee Referral', 'Contacted', '248-492-7219'),
('2291', '24555', 'Casto', 'Planetbiz', '15/7/20 00:05', 'DavidJCasto@teleworm.us', 'Government/Military', 'ModelChaser.com', '1011', 'Employee Referral', 'Junk Lead', '207-701-5261'),
('3953', '26217', 'Hotaling', 'Happy Bear Investment', '15/7/20 00:05', 'HarveyJHotaling@armyspy.com', 'Technology', 'FuneralTax.com', '1002', 'Employee Referral', 'Attempted to Contact', '409-330-0250'),
('3954', '26218', 'Henderson', 'Greyvoid', '15/7/20 00:05', 'SusanTHenderson@teleworm.us', 'Service Provider', 'WirelessArmy.com', '1010', 'Employee Referral', 'Pre Qualified', '817-664-6002'),
('3958', '26222', 'Goodner', 'Sears Homelife', '15/7/20 00:05', 'JohnMGoodner@dayrep.com', 'Manufacturing', 'SeekSoccer.com', '1011', 'Cold Call', 'Not Contacted', '717-623-1799'),
('3952', '26216', 'Gibson', 'Big Daddy\'s Restaurants', '15/7/20 00:05', 'AnitaLGibson@teleworm.us', 'Pharma', 'SeeGreatBritain.com', '1002', 'Public Relations', 'Junk Lead', '254-932-3486'),
